Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cabo Verde,CPV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.875886,1087.614683,1200.999339,1298.947877,1537.693734,1747.195646,1934.757642,2141.138621,2387.454161,2642.840077,3032.197183,3113.160977,3273.95009,3420.200633,3813.689197,4146.066953,4552.229421,5316.854983,5711.275917,5613.746558,5692.549105,5966.848,5818.903059,5792.919833,5748.096238,5994.407103,6322.913234,6643.179892,7028.993091,7475.12252,6376.642352
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.159669,5176.706087,5633.292128,6019.015941,6264.610956,6498.768762,6546.785373,6865.120406,7273.021984,7527.6479,7838.439917,8142.672035,8414.657749,8805.394974,9305.991884,9836.96227,10727.20328,11760.06552,12392.28568,12219.94049,12863.84951,13545.93177,14321.51837,15005.91936,16067.33077,17090.79658,19075.00447,20347.03477,21319.04399,22511.30067,22132.46947
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6145.532558,6437.493218,6732.30575,7056.094021,7346.761659,7651.870068,8001.930459,8398.325536,8564.753957,9034.525386,9508.200346,9863.5747,10332.63569,11121.50846,11829.29557,12551.60184,13782.88842,14557.21335,14971.50062,14472.94172,14763.34299,15147.38066,15109.94501,15344.06986,15471.36171,15224.08854,15154.50324,15737.80411,16337.57326,16651.25782,15626.54902
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22701.96044,23897.75198,24342.34454,24358.34994,24637.58086,24932.89034,25445.7018,26251.05178,27005.29252,26890.91975,26884.27092,27224.40097,26175.4939,25921.15841,25379.2977,25090.20812,24808.40367,25475.48966,25656.45853,25530.20687,21413.82474
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71406.65534,73399.68828,72406.34316,65886.32978,63298.17765,64014.74197,62795.90268,62440.00722,63067.41992,64233.53398,66639.55106,69753.08972,73507.56952,76747.66631,71594.04148
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13341.12333,13539.23527,14751.74269,14844.28833,15727.12611,17087.04555,17314.87238,17780.68444,18758.69692,19662.71422,21288.50983,22861.88548,23556.40861,24279.67759,25944.8541,27763.15363,30015.41412,32881.54582,34830.23618,33884.87994,33423.50098,33313.5767,31834.51821,30375.09108,30080.23016,31815.27404,35719.19057,38287.9692,40513.69162,42384.24081,39452.86735
Czech Republic,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717.96987,11648.85354,11841.85562,12117.44965,12731.67043,13852.1499,14685.69353,14824.65952,14977.72206,15396.31178,16235.48063,17621.05413,18252.57277,19538.0704,20932.07842,22095.38785,23923.70388,26282.37549,27974.48713,27761.50915,27881.968,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41135.49298,42847.00474,41603.98857
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19452.5734,20984.24987,21709.50134,21862.80218,22784.58147,23552.25332,24071.8978,24572.68842,25345.06446,26291.21108,27199.04409,28368.54328,29178.63747,29908.13953,31333.8363,31794.09601,34160.34493,36287.48224,37802.38743,36815.84405,38952.6946,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55235.3663,55652.88749,54792.06448
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.941204,4289.03425,4574.449852,4692.550689,4885.205039,5339.261075,5768.83109,5781.762921
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296.100754,4504.122221,4688.997881,4885.058994,4975.218801,5229.008459,5503.353312,5751.847246,6071.292796,6212.180367,6516.29143,6652.963937,6551.185172,7070.25844,7451.808001,7713.174109,8300.628768,9054.993748,9884.011548,9840.238878,10017.76187,10199.12424,9946.830265,10145.91938,10909.37663,11141.2011,11949.53406,11304.04333,11804.34586,12892.0211,10853.22835
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18233.9461,19063.7439,19814.14336,20218.49904,21678.08448,22684.25267,23734.83156,24928.40293,25814.05912,26653.8239,28658.12496,29437.31034,30640.34562,30820.38922,32938.6921,34150.15946,37334.39016,39006.20232,41278.32683,40331.40688,43003.05459,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,58700.97467,60229.91477
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.042814,3753.752236,4190.602465,4521.562482,4653.574526,4934.244456,5235.544073,5708.188064,6062.521346,6414.73935,6760.128879,6973.542805,7295.057368,7226.721281,7506.733761,8356.008402,9274.89755,10098.69897,10491.61515,10539.39892,11410.35346,11869.12309,11900.48501,12482.16212,13475.01117,14740.82687,16109.86367,16735.36442,18137.0524,19191.58039,17935.65607
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912.087141,6888.50995,7005.700763,6866.889117,6807.951662,7078.35118,7373.074997,7465.899584,7816.772149,8068.296688,8446.587741,8775.117907,9293.837143,10019.35789,10591.03819,11405.64252,11776.0404,12311.03843,12643.15148,12722.37869,13095.44918,13500.04479,13303.32752,13056.80259,13003.26686,12015.64053,11624.34078,11737.40124,11909.92982,12009.24821,11324.23581
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.537388,1583.305204,1759.910922,1963.045613,2181.685462,2409.793293,2636.905998,2830.046421,2851.280061,3028.347899,3289.871191,3546.519306,3843.768057,4212.083858,4663.806943,5219.433715,5890.810957,6709.852058,7348.363165,7895.619182,8691.036851,9533.424554,10325.95704,10908.6729,11407.76677,11728.38391,12238.56234,12903.42432,13964.98408,14935.62183,15175.13107
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922.264234,3097.603556,3232.2532,3322.552612,3425.688507,3549.497196,3744.785179,3899.56349,3859.898701,3936.392225,4137.4453,4232.087721,4308.894632,4550.938092,4905.738276,5279.322419,5712.500078,6132.989755,6420.568094,6519.156043,6925.769857,7330.933035,7700.310023,7940.175207,8159.936874,8257.493875,8544.077412,8963.459458,9391.158946,9631.183151,9205.916764
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.062064,3485.825717,3709.157696,3949.610876,4233.233462,4548.73292,4869.618567,5124.287539,5119.252012,5354.912408,5757.39991,6058.194003,6429.959249,6847.312575,7429.374366,8082.79919,8870.411092,9803.354521,10426.94881,10815.81258,11740.86469,12629.7136,13458.67391,14149.02457,14655.19529,15069.69344,15562.63332,16277.5928,17368.94401,18302.53711,18541.14358
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984.843477,6797.191452,6266.842082,6054.908824,5503.101958,5531.175275,5618.924135,5848.715474,5377.148014,5551.519479,6202.872548,6569.99289,7046.018157,7772.728371,8709.712869,9777.934365,11688.44182,13044.51799,14967.55888,14458.84812,15436.64703,16995.58031,18003.26191,19379.65798,19755.76719,19364.41445,19866.73615,21128.36207,22563.86323,23147.13797,23048.14124
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11866.89524,12159.30699,12194.478,12276.46478,12477.699,12951.49847,13402.17922,13978.50085,14263.39051,14814.13253,15953.29644,16756.68522,17562.655,18240.62203,19364.74906,20397.44804,22587.98155,24205.73858,25854.04717,25130.79149,26189.04687,27743.13486,28506.46584,29814.3749,30540.7337,30967.68712,32401.30887,34073.9375,35756.45845,36726.77986,35818.6816
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826.855616,5084.195895,5189.270836,5295.856607,5515.226656,5633.460893,5712.300546,5940.066151,6077.54063,5758.075906,5838.902525,6094.35183,6332.185874,6513.299404,7117.170668,7598.950642,8037.886137,8294.643149,8845.553891,8818.679523,9090.31005,9857.520523,10311.4046,11153.68521,11713.17591,11060.28627,11034.26918,11617.91222,11839.34324,11851.46541,10895.77218
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3711.12162,3792.638593,3966.762142,4093.87856,4260.963461,4461.845397,4675.133161,4920.254438,5149.259026,5431.885831,5794.125257,6015.095736,6139.678989,6334.571279,6648.429019,7033.918922,7606.755734,8219.482749,8820.716506,9131.499098,9522.509163,9686.046264,11092.74326,11221.38039,10895.94317,11512.40214,11192.37301,11014.48648,11639.23909,12260.72054,12607.00395
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16995.80599,17964.59607,18546.83618,18779.12391,19592.97007,20437.70814,21070.03564,21914.42272,22959.6498,23838.26992,25314.40936,26494.36991,27533.73734,27984.21673,29079.57014,30078.3678,32535.67391,34420.17449,35715.11289,34793.32125,35773.73141,37425.37192,37799.03875,38986.0722,39949.71223,41038.03385,43533.23627,45609.50865,47546.25668,48844.11181,47091.72883
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.4458312,952.7712619,1190.364561,1258.122154,1404.723656,1543.820332,1580.770815,1581.608299,1528.583659,1639.998347,1642.459892,1553.45552,1547.722454,1575.142285,1556.660155,1578.902665,1420.73827,1459.830084,1485.197496,1625.507673,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678.2757,14464.00245,14858.14505,14975.57233,15585.50745,16279.09657,16975.12105,17912.75358,19096.61489,19954.29022,21584.2512,22949.18185,24371.59885,25046.1107,26143.63217,27606.93405,30720.22221,32469.53045,33263.2724,32092.36482,31682.7131,31867.97324,31720.12,32434.0032,33525.74063,34903.12748,37286.21343,39528.92539,40696.38768,41696.3111,37765.80134
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6476.327722,6889.810061,7979.377726,8450.577598,8412.066776,9421.291423,10314.26282,11663.2715,13132.58072,14536.34741,16634.89274,19345.31471,22195.19759,22802.34218,20477.85243,21619.45455,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36249.35815,37850.07415,37600.59205
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.7590266,384.3586771,346.3626568,387.0826116,394.0206714,412.9612955,458.0390599,466.4710795,442.219479,458.3055937,482.8843857,519.2716699,520.3392868,503.9724698,571.4036616,640.6581436,711.5870396,792.3536127,870.7152669,928.6255634,1028.323759,1134.784509,1213.595972,1283.570449,1513.703236,1657.344704,1878.812682,2021.562908,2154.020877,2315.34773,2422.812086
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14811.65202,15488.5955,15958.0382,16199.72115,16945.55433,17749.47635,18345.76162,19068.60209,19968.30294,20745.13059,22073.71203,23167.71412,24186.88601,24706.99623,25864.45042,26815.14356,29125.96591,31033.01978,32492.6596,31816.40818,32865.67577,34467.26742,34936.48814,36090.22351,37077.01712,38222.80411,40580.324,42676.6287,44639.99735,46069.75143,44763.17365
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.345393,1905.314446,1960.581276,1981.67756,1961.398021,1999.169985,2070.82981,2189.256713,2304.888002,2343.894234,2483.957394,2575.032786,2582.554145,2484.983567,2839.040293,3067.835671,3314.345029,3553.571158,3749.228065,3825.889353,3990.199085,3967.965874,4210.644121,4353.924305,4418.693745,4182.270591,4172.755648,4322.724431,4459.171065,4577.458621,4327.354586
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18136.4023,17549.9485,17261.22676,17468.67388,18469.00205,19576.56812,20082.33823,21794.48665,23576.94603,24767.28067,26784.70647,27795.67493,28605.12232,29051.48643,31201.73494,32051.794,34455.10533,37838.34019,40083.69727,37972.27005,38956.47222,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49580.6052,50321.53969,50506.2859
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198.185639,4183.793211,4484.839834,4623.774661,4894.349369,5057.033162,5335.153778,5255.160725,5333.526741,5841.729973,5836.703232,6062.254498,6344.806598,6520.695382,7035.749517,7272.41971,7573.563005,7634.168818,7777.738694,7653.44494,7914.100926,8263.045462,8839.515862,9536.326349,11346.94579,12412.35069,12631.9122,13429.30062,14178.5634,14262.99954,12078.84323
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17642.07214,18328.01308,18951.04355,19194.93561,19992.61582,20766.70164,21352.88199,22243.73435,23359.44873,24307.50281,26090.63447,27490.05173,28523.88619,28172.69565,29060.45099,30498.57688,32468.54158,34121.34388,35095.26568,34678.06232,35902.90311,37440.63347,37679.11891,39523.85515,40144.02683,40849.99738,42924.61363,44577.06457,46576.60185,49072.36383,46983.04192
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.62994,1916.1121,1985.914077,2145.269489,2135.608274,2300.676516,2251.993567,2150.114419,2241.811661,2314.78468,2489.3349,2604.778237,2664.007764,2759.362709,2753.530421,2910.624802,3017.914444,3069.227308,3079.901602,3154.914681,3265.534002,3422.355846,3388.224357,3276.424261,3213.907135,3349.524806,3373.957156,3490.130487,3544.00482,3612.097672,3553.316023
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12387.65254,13223.21727,12756.43441,13215.68674,13635.13993,14240.38284,14648.83535,15374.26303,15692.99709,14146.94158,13852.35029,14117.69894,13968.82257,14199.3112,14315.10905,14755.37041,14366.18749,15187.92082,14517.84764,14177.17353,14837.01701,15638.74717,15356.23542,15114.37751,15370.96799,14699.53605,14286.1897,15006.84404,15097.69165,15577.91876,15106.36638
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17084.5988,17413.59266,17833.57381,18666.0429,19747.53029,20617.43284,21968.92882,23049.61272,23683.5147,24463.49633,26472.19371,27807.16932,29062.12387,30355.28338,32058.41549,32747.35401,34845.59177,35695.29849,36863.58476,35212.42048,36576.58654,37379.29097,38514.02617,40218.74726,41580.60249,42912.87509,44635.29956,46372.3866,47573.48802,49041.46355,46482.86224
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.256666,4638.872304,2594.098452,1863.125857,1731.459299,1883.179623,2211.257563,2568.64333,2745.296805,2924.391455,3104.515669,3377.051127,3650.857226,4157.879402,4545.293122,5169.062425,5860.358391,6810.190846,7132.205273,6986.004551,7564.06307,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14595.63064,15623.15296,14766.9761
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.573963,1307.495979,1349.592438,1407.810808,1444.524059,1494.638885,1551.170161,1604.150122,1656.988102,1712.408522,1771.536555,1837.249337,1903.146739,1989.766216,2104.810525,2241.286612,2394.929848,2500.804218,2711.875351,2792.967834,2973.833422,3379.484599,3781.865529,5294.820028,5568.235957,5206.028871,4992.730339,5115.90675,5442.872147,5774.333813,5744.432344
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.3253071,909.8405112,935.1001039,979.1424087,1012.744317,1053.574963,1091.579331,1138.426916,1163.031749,1195.303176,1224.340936,1269.796115,1329.799399,1345.239122,1386.439596,1442.757648,1472.130323,1578.982725,1638.249241,1595.240561,1653.719436,1743.949109,1795.447808,1811.332518,1804.543283,1819.362343,2078.641003,2417.803795,2559.724766,2675.593695,2817.32238
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.062015,1596.716008,1631.091932,1665.919579,1652.168961,1649.882835,1665.053452,1723.922599,1749.543954,1830.733473,1913.77573,2004.737845,1908.258107,2011.810755,2142.758164,2091.546094,2078.642292,2134.518965,2244.496609,2341.679449,2434.887175,2215.757104,2199.77775,2121.489633,2027.036356,2066.859359,2068.747801,2072.646833,2209.892593,2319.001141,2275.05625
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.017778,1075.065542,1086.78648,1110.797735,1145.652518,1195.902167,1332.165615,1416.493364,1010.412408,1015.489912,1072.509819,1096.477048,1078.803854,1080.24771,1113.757473,1169.453041,1203.450946,1245.397791,1278.246751,1298.201267,1338.981048,1439.283435,1355.313564,1364.38361,1378.23754,1597.204254,1746.752746,1925.237737,1947.59676,2021.301943,1948.802343
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5148872,647.611391,863.7277343,949.1445358,1092.140994,1263.426588,2063.896731,5049.636773,6071.115521,7429.805266,8617.735067,13808.02319,16076.18189,17891.31945,24283.69501,27963.36362,29646.28639,33506.44766,38407.9243,37447.92322,32965.86466,34279.977,37570.6354,34766.04388,33696.21649,24042.35307,20458.7786,22550.95816,20875.47821,19285.03625,17940.52079
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13304.47475,14011.60828,14321.40783,14341.68239,14866.27328,15424.47209,16145.44791,17155.93519,18033.79597,18464.73208,19516.19722,20954.78185,22615.93561,23896.6057,25460.45274,25577.52411,28549.15174,29320.26482,30856.01184,30359.14946,27913.08919,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,30356.2664,27909.54449
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726.237256,4946.884517,4980.464368,4944.047996,5077.715003,5244.905709,5538.384652,5887.290092,6623.566267,7154.241881,7641.249426,7620.798346,7976.993849,8862.709776,9012.662648,10495.82836,10353.72049,11256.60551,11554.19864,10838.42919,10863.481,11116.74789,11163.81531,11887.35788,13042.05562,14151.90107,15025.68384,16217.49985,17231.51223,17580.90071,15283.25152
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321.509217,3464.999793,3619.183849,3753.500815,3890.189591,4067.303342,4163.041305,4319.347837,4479.025096,4608.002751,4763.660421,4863.446677,5013.51162,5124.388733,5313.306786,5541.980335,5894.584353,6310.611546,6518.3884,6476.425686,6618.190532,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8665.347261,9019.256062,8853.670021
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.633027,3341.779304,3662.829492,4026.364826,4435.262276,4741.096414,5215.393923,5657.779831,5656.71192,5940.576742,6014.278431,6299.055744,6474.788329,6550.231304,6826.286688,6897.719653,7469.200505,8219.836737,8510.448409,8896.994904,9319.392419,9987.421428,10479.77808,11023.22968,10951.79324,11198.30115,11296.76997,12005.4051,12777.16499,13635.42613,19704.58151
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18426.76343,19251.83661,20030.3484,20624.01558,21601.08179,22515.33764,23516.79848,24564.59608,25388.52966,26411.98941,28081.82311,28998.71959,29934.66596,30960.4362,32683.37132,34274.06617,36499.69885,38276.44967,39222.45103,38185.1669,39614.95666,41263.35514,42389.93035,43763.23851,44912.39534,45696.4089,47005.84587,48896.61248,50934.83002,52242.00367,50967.49506
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18258.58804,19787.58909,21320.62722,22784.67866,24126.39772,24722.59409,25107.79221,26637.384,25141.8151,25895.61937,28253.19365,28821.6594,29631.06581,31165.22226,34518.3796,38056.70332,41697.08002,45195.04057,46773.90487,45872.58637,49185.22787,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57221.41376,59849.24818,62529.05749,62106.10088,59234.10859
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.824703,1992.19531,2101.151453,2227.090989,2215.979831,2335.127689,2354.001869,2435.426682,2479.607023,2427.920639,2591.33182,2648.811862,2720.273677,2824.606613,3006.695955,3210.348586,3443.770859,3671.331944,3816.835248,3674.230955,3778.461924,3928.268538,4032.580856,4142.238456,4452.587991,4823.395396,5147.245133,5561.994542,5816.747324,5978.764399,5420.234234
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.020585,1103.025906,1091.61904,1097.372652,1089.127063,1135.99575,1184.48349,1231.582363,1254.867959,1279.276021,1310.747788,1356.105549,1383.440656,1426.7695,1504.72504,1594.350832,1692.450649,1784.906501,1869.123245,1899.815078,1983.593259,2050.49594,2038.336928,2173.923661,2314.557869,2361.404331,2452.981218,2531.424336,2627.761464,2714.68096,2680.649636
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8075.77969,8827.541242,9558.53881,9910.372888,9960.338531,10683.60352,11655.64408,12769.77529,13682.12212,14675.26145,15436.64441,17595.75721,19493.23508,20921.54056,20149.50957,19967.21373,21014.7388,21397.48678,22081.09779,22325.07659,23301.27286,25210.98297,27154.08469,28844.92354,30576.61927,28841.71407
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145.615445,2215.596499,2104.460245,1998.883596,1764.09825,1943.014778,2023.213163,2077.321862,2108.735253,2159.023369,2188.419214,2191.213806,2211.94274,2293.208101,2286.158305,2390.630633,2466.441051,2609.851841,2688.516447,2824.23567,2654.687495,2805.727295,2762.440275,2952.303877,2965.479033,2898.624661,3084.033834,3153.299389,3241.303269,3203.300039,3095.194062
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.833632,8252.911224,8409.444993,8854.265662,9187.364597,9349.707499,9824.840805,10398.10217,10873.24786,11853.17852,13207.92217,14526.38826,15481.32011,16272.00583,17112.20217,18389.41028,19099.85171,20727.88997,20729.78393,21751.83384,23038.80802,23275.23186,24556.71535,25699.7505,26806.59525,27947.63769,29501.12042,31913.07466,33514.94179,33077.23392
